index,latitude,longitude,height,speed_x,speed_y,speed_z,pitch,roll,yaw,satellite_count,flight_mode,is_motor_on,is_flying,battery_percent,battery_voltage,cell_1,cell_2,cell_3,cell_4,message
153,38.13190747239417,24.329488373366694,26.1,-0.87,0.1,-0.53,28.400000000000002,-1.9000000000000001,-9.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
154,38.13189138076166,24.32949136401603,26.900000000000002,-0.89,0.1,-0.53,28.900000000000002,-0.8,-8.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
155,-2.5190228515607926e-130,5.675998573368295e-175,27.700000000000003,-0.91,0.1,-0.53,26.3,-0.5,-8.6,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
156,38.131858526757846,24.329496195875034,28.6,-0.92,0.11,-0.53,24.700000000000003,-0.5,-8.4,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
157,38.131841951782235,24.329498795896097,29.5,-0.92,0.11,-0.52,21.8,-1.6,-8.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
158,38.131825753722474,24.329500915737025,30.400000000000002,-0.89,0.1,-0.56,4.5,-1.4000000000000001,-7.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
159,38.13181105808352,24.329503007622286,31.3,-0.75,0.09,-0.63,-29.700000000000003,-0.1,-7.6000000000000005,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
160,9.896845952993699e-56,-5.2841790281277285e-254,31.900000000000002,-0.6,0.07,-0.5700000000000001,-31.200000000000003,-0.5,-7.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
161,38.13179057168144,24.329505762254627,32.6,-0.49,0.06,-0.48,-30.400000000000002,-1.3,-6.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
162,38.131783140991665,24.329506770826725,33.2,-0.35000000000000003,0.04,-0.43,-31.1,0.30000000000000004,-7.0,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
163,38.13177856400051,24.329507555296075,33.9,-0.2,0.03,-0.41000000000000003,-24.8,0.0,-6.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
